Clave,Unidad,Nombre,Cantidad,Costo,Precio,Cantidad Mínima,Precios Adicionales,Información Adicional,Categoría,Costo Promedio,
SANDALIA SAPITO ADULTO,,SANDALIA SAPITO ADULTO,0.0,0.0,4000.0,0.0,,,,0.0,
SANDALIA SAPITO NIÑO,,SANDALIA SAPITO NIÑO,2.0,0.0,3000.0,0.0,,,,0.0,
SANTA,,SANTA,0.0,0.0,3200.0,1.0,,,,0.0,
SAPITO DINO,,SAPITO DINO,2.0,0.0,2500.0,0.0,,,,0.0,
SAPITO FASHION,,SAPITO FASHION,1.0,0.0,3500.0,0.0,,,,0.0,
SAPO ADULTO,,SAPO ADULTO,2.0,0.0,3500.0,0.0,,,,0.0,
SERUM,,SERUM,2.0,378.0,2000.0,1.0,,,,404.54,
SET GLOBO CHICO,,SET GLOBO CHICO,0.0,0.0,1700.0,0.0,,,,0.0,
SLIME CHICO,,SLIME CHICO,7.0,0.0,1000.0,1.0,,,,0.0,
,,SLIME GRANDE,1.0,0.0,2200.0,0.0,,,,0.0,
SOMBRA 1,,SOMBRA 1,3.0,0.0,2300.0,0.0,,,,0.0,
SOMBRA 2,,SOMBRA 2,0.0,369.0,1400.0,0.0,,,,369.0,
SOMBRA 3,,SOMBRA 3,0.0,0.0,1550.0,0.0,,,,0.0,
SOMBRA CHICA,,SOMBRA CHICA,0.0,0.0,950.0,0.0,,,,0.0,
,,SOMBRA COMPACTO,3.0,0.0,3200.0,0.0,,,,0.0,
,,SOMBRA MAQ 4,5.0,0.0,2500.0,0.0,,,,0.0,
,,SOMBRA MAQ 5,1.0,0.0,3000.0,0.0,,,,0.0,
,,SOMBRA MAQ 6,4.0,0.0,2000.0,0.0,,,,0.0,
SOMBRA MED,,SOMBRA MED,3.0,434.0,1800.0,1.0,,,,283.31,
,,SONAJERO,0.0,0.0,4000.0,0.0,,,,0.0,
,,SPINERS,4.0,0.0,850.0,0.0,,,,0.0,
MOCO SLIME,,SQUICHI,1.0,0.0,1300.0,1.0,,,,0.0,
STICH CHICO,,STICH PELUCHE CHICO,1.0,0.0,13500.0,0.0,,,,0.0,
STICH GRANDE,,STICH PELUCHE GRANDE,0.0,0.0,20000.0,0.0,,,,0.0,
STICH MED,,STICH PELUCHE MED,1.0,0.0,17500.0,0.0,,,,0.0,
TANJIRO,,TANJIRO,0.0,0.0,9500.0,1.0,,,,0.0,
TARJETA REGALO GRANDE,,TARJETA REGALO GRANDE,0.0,0.0,300.0,0.0,,,,0.0,
TARJETA REGALO MED,,TARJETA REGALO MED,0.0,0.0,200.0,0.0,,,,0.0,
,,TELA ARAÑAS,0.0,0.0,2300.0,0.0,,,,0.0,
,,TIRANTE ESPEJUELOS,11.0,0.0,1500.0,0.0,,,,0.0,
TIRANTE SILICONA,,TIRANTE SILICONA,0.0,74.0,450.0,0.0,,,,74.0,
TOALLITA COCINA,,TOALLITA COCINA,10.0,0.0,350.0,3.0,,,,0.0,
TOALLITA COCINA 2,,TOALLITA COCINA 2,0.0,0.0,900.0,0.0,,,,0.0,
,,TOBILLERA 1,1.0,0.0,1500.0,0.0,,,,0.0,
TOBILLERA,,TOBILLERA 2,2.0,586.0,2500.0,0.0,,,,586.0,
,,TOBILLERAS 3,0.0,0.0,3500.0,0.0,,,,0.0,
,,TONICO CORPORAL,4.0,0.0,2500.0,1.0,,,,0.0,
TRAPITO COCINA,,TRAPITO COCINA,0.0,0.0,650.0,0.0,,,,0.0,
TRATAMIENTO PESTAÑA,,TRATAMIENTO PESTAÑA,15.0,156.0,850.0,0.0,,,,156.0,
UÑAS DOBLE,,UÑAS DOBLE,11.0,278.0,1500.0,0.0,,,,278.0,
,,UÑAS MANO 1,2.0,0.0,1300.0,0.0,,,,0.0,
,,UÑAS MANO 3,1.0,0.0,850.0,0.0,,,,0.0,
UÑAS MANOS,,UÑAS MANOS 2,0.0,0.0,650.0,1.0,,,,0.0,
UÑAS NIÑA,,UÑAS NIÑA,11.0,0.0,550.0,0.0,,,,0.0,
,,UÑAS NIÑA 2,10.0,0.0,850.0,0.0,,,,0.0,
UÑAS PAQUETE,,UÑAS PAQUETE,3.0,282.0,1100.0,0.0,,,,282.0,
UÑAS PIES,,UÑAS PIES,0.0,0.0,850.0,0.0,,,,0.0,
VASOS,,VASOS,0.0,0.0,650.0,0.0,,,,0.0,
VELAS CAJA PLANAS,,VELAS CAJA PLANAS,0.0,0.0,50.0,5.0,,,,0.0,
VELAS NAV,,VELAS NAV,0.0,0.0,450.0,2.0,,,,0.0,
VENUS,,VENUS,2.0,0.0,800.0,1.0,,,,0.0,
VENUS CON RESPUESTO,,VENUS CON  RESPUESTO,0.0,0.0,2500.0,1.0,,,,0.0,
YOYO,,YOYO,0.0,0.0,950.0,1.0,,,,0.0,
ÚTILES REPOSTERÍA,,ÚTILES REPOSTERÍA,0.0,0.0,1200.0,1.0,,,,0.0,
ÚTILES REPOSTERÍA CAJA,,ÚTILES REPOSTERÍA CAJA,0.0,0.0,5350.0,1.0,,,,0.0,
ÚTILES REPOSTERÍA PAR,,ÚTILES REPOSTERÍA PAR,0.0,0.0,1500.0,1.0,,,,0.0,
ÚTILES RESPOSTERÍA TRÍO,,ÚTILES RESPOSTERÍA TRÍO,0.0,0.0,1800.0,0.0,,,,0.0,
